"search-number","evaluation","maxspeed*","A-prob-harvest*","B-prob-harvest*","nr-repeats*","movement*","A-trust_inequality*","B-trust_inequality*","A-sigma*","B-sigma*","A-sigma2*","B-sigma2*","A-timecrazy*","B-timecrazy*","A-adjustmentrate*","B-adjustmentrate*","A-adjustmentrate_harvest*","B-adjustmentrate_harvest*","shareA*","fitness","num-replicates","best-fitness-so-far"
"1","244","5","0.73","0.78","41","""cost-benefit""","4.1000000000000005E-4","9.0E-5","0.9299999999999999","0.8400000000000001","0.71","0.9199999999999999","206","156","0.84","0.45","0.9","0.9299999999999999","0.52","0.7807100339533614","1","0.8057439672594565"
"1","245","5","0.73","0.73","41","""cost-benefit""","3.7000000000000005E-4","9.0E-5","0.89","0.6","0.58","0.8","237","211","0.67","1","0.71","0.58","0.53","0.746089706866621","1","0.8057439672594565"
"1","246","5","0.53","0.73","41","""cost-benefit""","2.7E-4","6.000000000000001E-4","0.89","0.51","0.97","0.91","137","211","0.66","1","0.76","0.9299999999999999","0.42000000000000004","0.7140263078688667","1","0.8057439672594565"
"1","247","5","0.52","0.46","41","""cost-benefit""","4.0E-5","1.1E-4","0.77","0.56","0.94","0.91","172","208","0.41000000000000003","0.96","0.8300000000000001","0.66","0.53","0.7486022377687701","1","0.8057439672594565"
"1","248","5","0.9","0.78","41","""cost-benefit""","2.4000000000000003E-4","5.600000000000001E-4","0.89","0.72","0.61","0.8500000000000001","204","210","0.9400000000000001","0.96","0.8300000000000001","0.66","0.53","0.7271953385657883","1","0.8057439672594565"
"1","249","5","0.53","0.46","41","""cost-benefit""","6.000000000000001E-4","3.0000000000000003E-4","0.67","0.58","0.96","0.9199999999999999","206","156","0.84","0.49","0.9","0.9299999999999999","0.52","0.7721208452635766","1","0.8057439672594565"
"1","250","5","0.53","0.46","41","""cost-benefit""","6.000000000000001E-4","3.4E-4","0.67","0.58","0.96","0.9199999999999999","206","156","0.84","0.49","0.9","0.9","0.52","0.7533197421286013","1","0.8057439672594565"
"1","251","5","0.5900000000000001","0.45","41","""cost-benefit""","1.6E-4","2.8000000000000003E-4","0.65","0.99","0.96","0.71","237","211","0.66","0.91","0.76","0.87","0.42000000000000004","0.7466445199670709","1","0.8057439672594565"
"1","252","5","0.6000000000000001","0.73","41","""cost-benefit""","3.7000000000000005E-4","9.0E-5","0.9299999999999999","1","0.71","0.71","144","193","0.61","0.3","0.54","0.98","0.42000000000000004","0.6045272586208741","1","0.8057439672594565"
"1","253","5","0.73","0.73","41","""cost-benefit""","3.7000000000000005E-4","9.0E-5","0.89","0.59","0.58","0.8","237","211","0.67","1","0.76","0.58","0.53","0.7530295902727714","1","0.8057439672594565"
"1","254","5","0.5800000000000001","0.46","41","""cost-benefit""","6.000000000000001E-4","3.4E-4","0.67","0.58","0.96","0.9199999999999999","206","156","0.84","0.49","0.9","0.9299999999999999","0.52","0.7725608441184697","1","0.8057439672594565"
"1","255","5","0.6000000000000001","0.46","41","""cost-benefit""","4.7000000000000004E-4","1.9E-4","0.65","0.99","0.96","0.9299999999999999","206","155","0.87","0.45","0.9","0.9299999999999999","0.51","0.7782510092914614","1","0.8057439672594565"
"1","256","5","0.74","0.5900000000000001","41","""cost-benefit""","1.0E-5","1.1E-4","0.77","0.56","0.94","0.91","237","211","0.67","1","0.71","0.58","0.53","0.7344232137410267","1","0.8057439672594565"
"1","257","5","0.73","0.73","41","""cost-benefit""","3.7000000000000005E-4","9.0E-5","0.89","0.6","0.58","0.8","149","193","0.61","0.3","0.9299999999999999","0.98","0.35","0.725683379387318","1","0.8057439672594565"
"1","258","5","0.73","0.73","41","""cost-benefit""","3.2E-4","2.8000000000000003E-4","0.58","0.9299999999999999","0.96","0.9199999999999999","206","156","0.84","0.45","0.9","0.9299999999999999","0.51","0.743267795627726","1","0.8057439672594565"
"1","259","5","0.5900000000000001","0.46","41","""cost-benefit""","4.7000000000000004E-4","2.8000000000000003E-4","0.65","0.99","0.96","0.9199999999999999","217","155","0.84","0.45","0.89","0.9299999999999999","0.51","0.7693400359654432","1","0.8057439672594565"
"1","260","5","0.53","0.46","41","""cost-benefit""","4.0E-5","1.1E-4","0.78","0.56","0.94","0.91","172","208","0.41000000000000003","0.96","0.8300000000000001","0.66","0.53","0.8162913506311443","1","0.8162913506311443"
"1","261","5","0.52","0.46","41","""cost-benefit""","6.000000000000001E-4","1.5000000000000001E-4","0.67","0.58","0.96","0.9199999999999999","206","156","0.84","0.49","0.9","0.9","0.52","0.7697357885536659","1","0.8162913506311443"
"1","262","5","0.73","0.7","41","""cost-benefit""","3.7000000000000005E-4","9.0E-5","0.9299999999999999","1","0.7","0.9199999999999999","203","156","0.84","0.45","0.9","0.9299999999999999","0.51","0.779685314775484","1","0.8162913506311443"
"1","263","5","0.5900000000000001","0.46","41","""cost-benefit""","4.7000000000000004E-4","2.8000000000000003E-4","0.65","0.99","0.96","0.9199999999999999","206","156","0.84","0.59","0.99","0.86","0.42000000000000004","0.7433394328029458","1","0.8162913506311443"
"1","264","5","0.5800000000000001","0.46","41","""cost-benefit""","6.000000000000001E-4","3.4E-4","0.67","0.58","0.96","0.9199999999999999","206","156","0.84","0.12","0.9299999999999999","0.98","0.42000000000000004","0.7637547988440949","1","0.8162913506311443"
"1","265","5","0.74","0.5900000000000001","41","""cost-benefit""","6.2E-4","1.1E-4","0.7","0.56","0.94","0.96","149","193","0.61","0.97","0.9","0.9299999999999999","0.52","0.7861708477676098","1","0.8162913506311443"
"1","266","5","0.73","0.5900000000000001","41","""cost-benefit""","6.500000000000001E-4","9.0E-5","0.9299999999999999","1","0.71","0.9199999999999999","147","193","0.61","0.31","0.9299999999999999","0.98","0.35","0.7615547477414444","1","0.8162913506311443"
"1","267","5","0.6000000000000001","0.73","41","""cost-benefit""","1.6E-4","1.1E-4","0.86","0.56","0.94","0.91","149","193","0.61","0.3","0.9299999999999999","0.98","0.35","0.7908643603304942","1","0.8162913506311443"
"1","268","5","0.6000000000000001","0.73","41","""cost-benefit""","2.4000000000000003E-4","5.600000000000001E-4","0.8400000000000001","0.72","0.61","0.8500000000000001","204","210","0.9400000000000001","0.96","0.8300000000000001","0.66","0.53","0.695534805381989","1","0.8162913506311443"
"1","269","5","0.9","0.73","41","""cost-benefit""","3.7000000000000005E-4","9.0E-5","0.9299999999999999","1","0.71","0.9199999999999999","203","156","0.22","0.58","0.99","0.53","0.51","0.654102274066241","1","0.8162913506311443"
"1","270","5","0.5800000000000001","0.46","41","""cost-benefit""","6.000000000000001E-4","3.4E-4","0.67","0.55","0.94","0.91","149","193","0.61","0.33","0.9299999999999999","0.98","0.35","0.7733594206472608","1","0.8162913506311443"
"1","271","5","0.74","0.5900000000000001","41","""cost-benefit""","6.2E-4","1.1E-4","0.77","0.62","0.96","0.9199999999999999","206","157","0.84","0.49","0.9","0.9299999999999999","0.52","0.7970589236255492","1","0.8162913506311443"
"1","272","5","0.5900000000000001","0.46","41","""cost-benefit""","4.7000000000000004E-4","2.8000000000000003E-4","0.5","0.99","0.71","0.9199999999999999","185","156","0.84","0.58","0.99","0.8500000000000001","0.51","0.7458821816801238","1","0.8162913506311443"
"1","273","5","0.73","0.78","41","""cost-benefit""","3.7000000000000005E-4","9.0E-5","0.9299999999999999","0.89","0.96","0.91","149","193","0.61","0.3","0.9299999999999999","0.98","0.35","0.7936685405077413","1","0.8162913506311443"
"1","274","5","0.9","0.5900000000000001","41","""cost-benefit""","6.2E-4","1.1E-4","0.77","0.56","0.94","0.91","149","193","0.66","0.25","0.9299999999999999","0.98","0.35","0.8100788094211188","1","0.8162913506311443"
"1","275","5","0.69","0.46","41","""cost-benefit""","6.000000000000001E-4","3.0000000000000003E-4","0.67","0.58","0.96","0.9199999999999999","206","156","0.84","0.49","0.9","0.9299999999999999","0.52","0.7764486850936687","1","0.8162913506311443"
"1","276","5","0.73","0.73","41","""cost-benefit""","3.7000000000000005E-4","9.0E-5","0.9299999999999999","1","0.96","0.9199999999999999","206","156","0.43","0.49","0.9","0.9","0.52","0.7209220438048236","1","0.8162913506311443"
"1","277","5","0.52","0.46","41","""cost-benefit""","6.000000000000001E-4","3.4E-4","0.67","0.58","0.71","0.9199999999999999","228","156","0.84","0.45","0.9","0.9299999999999999","0.52","0.7508001663059772","1","0.8162913506311443"
"1","278","5","0.74","0.5900000000000001","41","""cost-benefit""","6.2E-4","1.1E-4","0.77","0.56","0.94","0.91","149","193","0.61","0.62","0.99","0.8500000000000001","0.51","0.7334324443211239","1","0.8162913506311443"
"1","279","5","0.73","0.73","41","""cost-benefit""","3.7000000000000005E-4","9.0E-5","0.74","1","0.71","0.9199999999999999","203","156","0.75","0.26","0.9299999999999999","0.98","0.35","0.7900049477963406","1","0.8162913506311443"
"1","280","5","0.73","0.73","41","""cost-benefit""","3.2E-4","2.8000000000000003E-4","0.65","0.99","0.96","0.9199999999999999","206","159","0.91","0.14","0.9","0.9299999999999999","0.51","0.7455767666865961","1","0.8162913506311443"
"1","281","5","0.7","0.44","41","""cost-benefit""","4.7000000000000004E-4","2.8000000000000003E-4","0.65","0.5","0.96","0.9199999999999999","217","155","0.84","0.45","0.89","0.7","0.51","0.7029313834322565","1","0.8162913506311443"
"1","282","5","0.74","0.5900000000000001","41","""cost-benefit""","6.2E-4","2.8000000000000003E-4","0.5","0.99","0.96","0.9299999999999999","206","155","0.87","0.45","0.9","0.9299999999999999","0.51","0.7629751218686298","1","0.8162913506311443"
"1","283","5","0.74","0.73","41","""cost-benefit""","4.7000000000000004E-4","1.1E-4","0.7","0.56","0.94","0.91","149","193","0.61","0.3","0.9299999999999999","0.98","0.42000000000000004","0.7828221882050553","1","0.8162913506311443"
"1","284","5","0.73","0.73","41","""cost-benefit""","4.7000000000000004E-4","2.8000000000000003E-4","0.65","0.98","0.67","0.9199999999999999","206","211","0.64","0.99","0.76","0.58","0.52","0.6979254125241082","1","0.8162913506311443"
"1","285","5","0.73","0.73","41","""cost-benefit""","4.7000000000000004E-4","2.8000000000000003E-4","0.98","0.98","0.96","0.9199999999999999","206","212","0.64","0.99","0.76","0.54","0.51","0.7490921881499129","1","0.8162913506311443"
"1","286","5","0.53","0.46","41","""cost-benefit""","6.000000000000001E-4","9.0E-5","0.89","1","0.71","0.9199999999999999","203","156","0.75","0.58","0.99","0.8500000000000001","0.51","0.7581101420680663","1","0.8162913506311443"
"1","287","5","0.73","0.73","41","""cost-benefit""","3.4E-4","3.0000000000000003E-4","0.67","0.58","0.96","0.9199999999999999","206","156","0.84","0.49","0.9","0.9299999999999999","0.52","0.7360068210474785","1","0.8162913506311443"
"1","288","5","0.74","0.5900000000000001","41","""cost-benefit""","6.2E-4","1.1E-4","0.77","0.75","0.94","0.91","149","193","0.61","0.3","0.9299999999999999","0.98","0.35","0.8145018092024225","1","0.8162913506311443"
"1","289","5","0.53","0.46","41","""cost-benefit""","6.000000000000001E-4","3.4E-4","0.67","0.58","0.96","0.9199999999999999","120","156","0.84","0.49","0.9","0.9","0.52","0.6854014203487043","1","0.8162913506311443"
"1","290","5","0.52","0.46","41","""cost-benefit""","4.0E-5","1.1E-4","0.77","0.51","0.94","0.91","172","208","0.41000000000000003","0.96","0.8300000000000001","0.66","0.53","0.8098663150617168","1","0.8162913506311443"
"1","291","5","0.7","0.44","41","""cost-benefit""","4.7000000000000004E-4","2.8000000000000003E-4","0.65","0.98","0.96","0.9199999999999999","206","156","0.91","0.45","0.9","0.9299999999999999","0.52","0.755200156103847","1","0.8162913506311443"
"1","292","5","0.9","0.65","41","""cost-benefit""","2.4000000000000003E-4","5.600000000000001E-4","0.89","0.72","0.61","0.8500000000000001","204","210","0.9400000000000001","0.96","0.8300000000000001","0.66","0.53","0.7215904223243961","1","0.8162913506311443"
"1","293","5","0.7","0.73","41","""cost-benefit""","3.7000000000000005E-4","9.0E-5","0.8300000000000001","1","0.71","0.9199999999999999","203","156","0.75","0.58","0.99","0.8500000000000001","0.51","0.7667453141181498","1","0.8162913506311443"
"1","294","5","0.73","0.73","41","""cost-benefit""","3.7000000000000005E-4","1.0E-4","0.9299999999999999","0.63","0.94","0.91","137","210","0.66","1","0.76","0.77","0.42000000000000004","0.7776082757140554","1","0.8162913506311443"
"1","295","5","0.73","0.73","41","""cost-benefit""","3.7000000000000005E-4","9.0E-5","0.9299999999999999","1","0.71","0.9199999999999999","219","156","0.84","0.45","0.9","0.9299999999999999","0.52","0.7932611447158081","1","0.8162913506311443"
"1","296","5","0.73","0.78","41","""cost-benefit""","4.1000000000000005E-4","9.0E-5","0.9299999999999999","0.8400000000000001","0.6799999999999999","0.9199999999999999","206","156","0.84","0.45","0.9","0.9299999999999999","0.52","0.7916167316498282","1","0.8162913506311443"
"1","297","5","0.74","0.56","41","""cost-benefit""","6.2E-4","1.1E-4","0.77","0.74","0.94","0.9199999999999999","206","156","0.84","0.45","0.9","0.9299999999999999","0.51","0.7917985393645908","1","0.8162913506311443"
"1","298","5","0.53","0.49","41","""cost-benefit""","6.000000000000001E-4","3.0000000000000003E-4","0.67","0.58","0.96","0.9199999999999999","233","156","0.84","0.49","0.9","0.9299999999999999","0.51","0.7415541312392786","1","0.8162913506311443"
"1","299","5","0.52","0.49","41","""cost-benefit""","4.0E-5","1.1E-4","0.77","0.56","0.94","0.91","179","208","0.45","0.96","0.8300000000000001","0.66","0.5","0.7733534781782914","1","0.8162913506311443"
"1","300","5","0.52","0.46","41","""cost-benefit""","4.0E-5","1.1E-4","0.77","0.51","0.94","0.91","140","193","0.61","0.3","0.9299999999999999","0.98","0.35","0.7360819970733068","1","0.8162913506311443"
"1","301","5","0.74","0.5900000000000001","41","""cost-benefit""","6.2E-4","1.1E-4","0.77","0.56","0.94","0.91","181","208","0.41000000000000003","0.96","0.8400000000000001","0.66","0.53","0.7164327544219095","1","0.8162913506311443"
"1","302","5","0.69","0.46","41","""cost-benefit""","6.000000000000001E-4","3.0000000000000003E-4","0.67","0.58","0.96","0.9199999999999999","120","156","0.84","0.29","0.9299999999999999","0.98","0.35","0.7143638622784355","1","0.8162913506311443"
"1","303","5","0.74","0.5900000000000001","41","""cost-benefit""","6.2E-4","1.1E-4","0.77","0.75","0.94","0.91","149","193","0.61","0.45","0.9","0.9299999999999999","0.52","0.7404545363419464","1","0.8162913506311443"
"1","304","5","0.73","0.73","41","""cost-benefit""","3.7000000000000005E-4","9.0E-5","0.9299999999999999","0.52","0.94","0.91","149","193","0.61","0.3","0.9299999999999999","0.98","0.42000000000000004","0.7921125783134164","1","0.8162913506311443"
"1","305","5","0.74","0.5900000000000001","41","""cost-benefit""","6.2E-4","1.1E-4","0.7","0.62","0.71","0.9199999999999999","219","156","0.84","0.45","0.9","0.9299999999999999","0.52","0.780735767276639","1","0.8162913506311443"
"1","306","5","0.73","0.73","41","""cost-benefit""","3.7000000000000005E-4","1.0E-4","0.9299999999999999","0.64","0.94","0.91","149","193","0.61","0.3","0.9299999999999999","0.98","0.42000000000000004","0.7935265299159703","1","0.8162913506311443"
"1","307","5","0.74","0.73","41","""cost-benefit""","4.7000000000000004E-4","1.1E-4","0.7","0.56","0.94","0.91","137","210","0.66","1","0.71","0.77","0.42000000000000004","0.739138652030965","1","0.8162913506311443"
