"search-number","evaluation","maxspeed*","prob-harvest*","nr-repeats*","movement*","trust_inequality*","sigma*","sigma2*","timecrazy*","adjustmentrate*","adjustmentrate_harvest*","num-replicates","best-fitness-so-far"
"1","30090","5","0.74","41","""cost-benefit""","1.9E-4","0.89","0.66","194","0.86","0.66","30","0.8240546998910478"
